OrderID,Date,CustomerID,Product,Category,Subcategory,Price,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,CustomerAge,CustomerGender,City,State,Rating
10180,2023-03-04,3937,Smartphones Product 69,Electronics,Smartphones,1753.43,1,1753.43,0,0.0,1753.43,Apple Pay,31,Non-binary,Los Angeles,California,4
10181,2023-03-06,2956,Appliances Product 10,Home & Kitchen,Appliances,334.98,1,334.98,0,0.0,334.98,Apple Pay,40,Female,Miami,Florida,3
10182,2023-03-06,6344,Smartphones Product 55,Electronics,Smartphones,756.32,2,1512.64,5,75.63,1437.01,Apple Pay,57,Non-binary,Chicago,Illinois,5
10183,2023-03-06,4126,Smartphones Product 58,Electronics,Smartphones,1503.01,1,1503.01,10,150.3,1352.71,Credit Card,68,Male,Jacksonville,Florida,3
10184,2023-03-07,4126,Laptops Product 93,Electronics,Laptops,266.58,1,266.58,0,0.0,266.58,Google Pay,28,Female,Syracuse,New York,3
10185,2023-03-07,4126,Comics Product 37,Books,Comics,65.34,2,130.68,10,13.07,117.61,Google Pay,50,Non-binary,San Antonio,Texas,4
10186,2023-03-08,4126,Equipment Product 82,Sports,Equipment,162.25,1,162.25,0,0.0,162.25,Bank Transfer,54,Female,San Antonio,Texas,4
10187,2023-03-09,4126,Fiction Product 49,Books,Fiction,30.21,3,90.63,0,0.0,90.63,Apple Pay,43,Non-binary,Houston,Texas,4
10188,2023-03-09,4126,Accessories Product 28,Clothing,Accessories,90.69,2,181.38,10,18.14,163.24,Credit Card,41,Male,Houston,Texas,2
10189,2023-03-10,4126,Appliances Product 5,Home & Kitchen,Appliances,444.72,1,444.72,0,0.0,444.72,Google Pay,26,Female,Chicago,Illinois,5
10190,2023-03-10,4126,Headphones Product 82,Electronics,Headphones,1870.5,2,3741.0,0,0.0,3741.0,Credit Card,19,Non-binary,Rochester,New York,4
10191,2023-03-10,4126,Shoes Product 43,Clothing,Shoes,136.42,2,272.84,0,0.0,272.84,PayPal,52,Non-binary,Sacramento,California,5
10192,2023-03-10,4126,Equipment Product 82,Sports,Equipment,323.24,2,646.48,0,0.0,646.48,Google Pay,73,Female,Los Angeles,California,4
10193,2023-03-11,8567,Smartphones Product 12,Electronics,Smartphones,1956.58,1,1956.58,0,0.0,1956.58,Apple Pay,41,Male,Dallas,Texas,5
10194,2023-03-11,4075,Tablets Product 59,Electronics,Tablets,261.73,1,261.73,0,0.0,261.73,PayPal,39,Male,San Jose,California,3
10195,2023-03-13,4075,Headphones Product 64,Electronics,Headphones,1955.5,1,1955.5,5,97.78,1857.72,Credit Card,65,Female,Syracuse,New York,4
10196,2023-03-13,4075,Tablets Product 45,Electronics,Tablets,794.66,1,794.66,5,39.73,754.93,Google Pay,34,Female,Jacksonville,Florida,5
10197,2023-03-14,2579,Cameras Product 56,Electronics,Cameras,858.39,1,858.39,10,85.84,772.55,Credit Card,45,Non-binary,Springfield,Illinois,4
10198,2023-03-15,2579,Furniture Product 91,Home & Kitchen,Furniture,634.12,1,634.12,0,0.0,634.12,Credit Card,24,Male,Los Angeles,California,5
10199,2023-03-16,6042,Pants Product 10,Clothing,Pants,84.81,3,254.43,0,0.0,254.43,Google Pay,19,Male,Naperville,Illinois,4
10200,2023-03-16,6042,Equipment Product 37,Sports,Equipment,336.05,1,336.05,10,33.61,302.44,Google Pay,48,Female,Miami,Florida,2
10201,2023-03-16,5276,Non-fiction Product 38,Books,Non-fiction,68.08,2,136.16,5,6.81,129.35,Credit Card,18,Female,Houston,Texas,3
10202,2023-03-16,5276,Pants Product 78,Clothing,Pants,59.76,3,179.28,0,0.0,179.28,Google Pay,70,Non-binary,Austin,Texas,3
10203,2023-03-17,5276,Shoes Product 11,Clothing,Shoes,190.59,3,571.77,15,85.77,486.0,Google Pay,75,Female,Albany,New York,5
10204,2023-03-17,5276,Pants Product 99,Clothing,Pants,79.82,5,399.1,0,0.0,399.1,Credit Card,35,Non-binary,Fort Worth,Texas,4
10205,2023-03-17,5276,Cookware Product 8,Home & Kitchen,Cookware,622.2,1,622.2,0,0.0,622.2,Apple Pay,64,Non-binary,New York City,New York,3
10206,2023-03-19,5276,Shirts Product 32,Clothing,Shirts,55.7,3,167.1,0,0.0,167.1,Apple Pay,56,Female,Rockford,Illinois,3
10207,2023-03-19,5276,Bedding Product 43,Home & Kitchen,Bedding,577.19,1,577.19,5,28.86,548.33,Google Pay,42,Female,Rochester,New York,5
10208,2023-03-19,5276,Pants Product 14,Clothing,Pants,45.8,2,91.6,15,13.74,77.86,Credit Card,65,Non-binary,Albany,New York,5
10209,2023-03-21,5276,Cookware Product 100,Home & Kitchen,Cookware,674.22,1,674.22,0,0.0,674.22,Bank Transfer,36,Male,Rochester,New York,5
10210,2023-03-22,5276,Pants Product 97,Clothing,Pants,52.4,4,209.6,0,0.0,209.6,Google Pay,62,Non-binary,San Francisco,California,2
10211,2023-03-22,5276,Shoes Product 29,Clothing,Shoes,80.34,2,160.68,0,0.0,160.68,Google Pay,36,Non-binary,Chicago,Illinois,5
10212,2023-03-22,5276,Apparel Product 98,Sports,Apparel,208.77,1,208.77,5,10.44,198.33,Credit Card,62,Non-binary,Peoria,Illinois,5
10213,2023-03-22,5276,Non-fiction Product 100,Books,Non-fiction,90.77,1,90.77,10,9.08,81.69,PayPal,47,Male,San Antonio,Texas,5
10214,2023-03-23,5276,Tablets Product 62,Electronics,Tablets,1316.41,1,1316.41,5,65.82,1250.59,Bank Transfer,22,Male,Austin,Texas,3
10215,2023-03-24,5276,Footwear Product 35,Sports,Footwear,399.21,1,399.21,0,0.0,399.21,Google Pay,22,Non-binary,Houston,Texas,4
10216,2023-03-24,5276,Bedding Product 3,Home & Kitchen,Bedding,89.13,1,89.13,10,8.91,80.22,PayPal,32,Non-binary,Fort Worth,Texas,2
10217,2023-03-25,8912,Accessories Product 61,Sports,Accessories,298.56,1,298.56,20,59.71,238.85,PayPal,64,Male,Fort Worth,Texas,5
10218,2023-03-26,2405,Fiction Product 85,Books,Fiction,46.97,3,140.91,0,0.0,140.91,Apple Pay,29,Female,New York City,New York,3
10219,2023-03-27,5568,Pants Product 1,Clothing,Pants,165.78,1,165.78,0,0.0,165.78,Credit Card,72,Non-binary,Miami,Florida,5
10220,2023-03-27,5568,Smartphones Product 57,Electronics,Smartphones,534.13,2,1068.26,0,0.0,1068.26,Bank Transfer,38,Female,Buffalo,New York,5
10221,2023-03-27,5568,Accessories Product 75,Clothing,Accessories,98.29,2,196.58,0,0.0,196.58,Google Pay,35,Female,Tallahassee,Florida,5
10222,2023-03-29,3944,Appliances Product 68,Home & Kitchen,Appliances,705.2,1,705.2,5,35.26,669.94,Google Pay,39,Non-binary,San Jose,California,4
10223,2023-03-30,2893,Decor Product 24,Home & Kitchen,Decor,105.64,3,316.92,0,0.0,316.92,Google Pay,59,Male,Dallas,Texas,3
10224,2023-03-30,2893,Dresses Product 69,Clothing,Dresses,124.66,2,249.32,0,0.0,249.32,PayPal,30,Female,Peoria,Illinois,2
10225,2023-03-31,6127,Headphones Product 21,Electronics,Headphones,400.68,1,400.68,15,60.1,340.58,Google Pay,71,Female,Tampa,Florida,5
10226,2023-03-31,5333,Non-fiction Product 20,Books,Non-fiction,43.86,5,219.3,0,0.0,219.3,Bank Transfer,56,Female,San Francisco,California,4
10227,2023-03-31,1315,Fitness Product 96,Sports,Fitness,22.87,3,68.61,0,0.0,68.61,Bank Transfer,50,Male,Sacramento,California,5
10228,2023-03-31,5580,Cookware Product 72,Home & Kitchen,Cookware,493.86,2,987.72,0,0.0,987.72,Bank Transfer,67,Female,Jacksonville,Florida,1
10229,2023-04-01,5182,Laptops Product 89,Electronics,Laptops,1824.41,1,1824.41,15,273.66,1550.75,Apple Pay,59,Male,Miami,Florida,3
10230,2023-04-02,5182,Accessories Product 69,Clothing,Accessories,140.82,1,140.82,0,0.0,140.82,Google Pay,55,Male,San Jose,California,3
10231,2023-04-02,5182,Tablets Product 94,Electronics,Tablets,1946.13,2,3892.26,0,0.0,3892.26,Credit Card,59,Non-binary,San Antonio,Texas,4
10232,2023-04-02,5182,Equipment Product 62,Sports,Equipment,61.55,1,61.55,0,0.0,61.55,Bank Transfer,41,Female,Austin,Texas,1
10233,2023-04-02,5182,Tablets Product 57,Electronics,Tablets,1927.42,1,1927.42,0,0.0,1927.42,Google Pay,33,Male,San Diego,California,5
10234,2023-04-03,5182,Cookware Product 84,Home & Kitchen,Cookware,420.48,2,840.96,15,126.14,714.82,Bank Transfer,56,Non-binary,Austin,Texas,4
10235,2023-04-03,7254,Accessories Product 99,Clothing,Accessories,130.27,1,130.27,0,0.0,130.27,PayPal,73,Non-binary,Syracuse,New York,5
10236,2023-04-04,5469,Decor Product 75,Home & Kitchen,Decor,832.41,1,832.41,0,0.0,832.41,Credit Card,26,Non-binary,Miami,Florida,5
10237,2023-04-04,1109,Cookware Product 72,Home & Kitchen,Cookware,194.52,1,194.52,10,19.45,175.07,Google Pay,60,Male,Jacksonville,Florida,5
10238,2023-04-05,1109,Non-fiction Product 62,Books,Non-fiction,68.09,4,272.36,10,27.24,245.12,Google Pay,44,Male,Los Angeles,California,5
10239,2023-04-05,1109,Smartphones Product 34,Electronics,Smartphones,1570.87,1,1570.87,10,157.09,1413.78,Credit Card,58,Non-binary,Naperville,Illinois,4
10240,2023-04-05,1109,Cameras Product 49,Electronics,Cameras,1806.93,1,1806.93,0,0.0,1806.93,Google Pay,28,Male,San Francisco,California,5
10241,2023-04-05,1109,Cameras Product 37,Electronics,Cameras,435.88,1,435.88,5,21.79,414.09,Bank Transfer,43,Male,Los Angeles,California,5
10242,2023-04-05,4582,Fitness Product 15,Sports,Fitness,352.57,1,352.57,5,17.63,334.94,PayPal,46,Male,San Jose,California,4
10243,2023-04-06,9950,Apparel Product 53,Sports,Apparel,68.23,1,68.23,5,3.41,64.82,Google Pay,37,Non-binary,San Antonio,Texas,2
10244,2023-04-06,1560,Decor Product 26,Home & Kitchen,Decor,733.94,2,1467.88,0,0.0,1467.88,Credit Card,57,Non-binary,Rochester,New York,5
10245,2023-04-06,1967,Furniture Product 33,Home & Kitchen,Furniture,451.88,1,451.88,5,22.59,429.29,Google Pay,47,Male,Dallas,Texas,2
10246,2023-04-06,2304,Bedding Product 18,Home & Kitchen,Bedding,366.55,1,366.55,5,18.33,348.22,Credit Card,73,Female,San Diego,California,3
10247,2023-04-06,3061,Headphones Product 58,Electronics,Headphones,1993.82,1,1993.82,0,0.0,1993.82,Google Pay,67,Male,Springfield,Illinois,1
10248,2023-04-07,4149,Equipment Product 93,Sports,Equipment,161.48,1,161.48,10,16.15,145.33,Apple Pay,27,Female,Rochester,New York,4
10249,2023-04-07,4149,Shoes Product 33,Clothing,Shoes,67.88,2,135.76,5,6.79,128.97,PayPal,25,Male,Los Angeles,California,3
10250,2023-04-08,4149,Pants Product 48,Clothing,Pants,187.56,2,375.12,0,0.0,375.12,PayPal,75,Non-binary,Syracuse,New York,4
10251,2023-04-08,4149,Decor Product 82,Home & Kitchen,Decor,443.44,1,443.44,0,0.0,443.44,Apple Pay,49,Non-binary,Dallas,Texas,3
10252,2023-04-08,4149,Cameras Product 18,Electronics,Cameras,369.69,1,369.69,0,0.0,369.69,PayPal,62,Male,San Diego,California,3
10253,2023-04-09,4149,Smartphones Product 57,Electronics,Smartphones,1377.22,1,1377.22,5,68.86,1308.36,Apple Pay,23,Non-binary,Albany,New York,5
10254,2023-04-09,4149,Fiction Product 46,Books,Fiction,25.89,1,25.89,0,0.0,25.89,Apple Pay,54,Male,Naperville,Illinois,3
10255,2023-04-09,4149,Smartphones Product 1,Electronics,Smartphones,428.64,1,428.64,0,0.0,428.64,PayPal,39,Non-binary,Syracuse,New York,3
10256,2023-04-09,4149,Appliances Product 29,Home & Kitchen,Appliances,998.67,1,998.67,0,0.0,998.67,Credit Card,23,Male,Los Angeles,California,5
10257,2023-04-09,4149,Headphones Product 57,Electronics,Headphones,1968.11,2,3936.22,10,393.62,3542.6,Credit Card,18,Non-binary,Rochester,New York,5
10258,2023-04-09,4149,Pants Product 87,Clothing,Pants,75.8,3,227.4,0,0.0,227.4,Apple Pay,36,Non-binary,Houston,Texas,1
10259,2023-04-09,4149,Shoes Product 65,Clothing,Shoes,161.84,1,161.84,5,8.09,153.75,Bank Transfer,22,Non-binary,Dallas,Texas,2
10260,2023-04-09,2932,Shirts Product 91,Clothing,Shirts,187.87,3,563.61,0,0.0,563.61,Bank Transfer,20,Non-binary,San Diego,California,5
10261,2023-04-09,1514,Fiction Product 7,Books,Fiction,66.74,3,200.22,0,0.0,200.22,PayPal,60,Non-binary,Springfield,Illinois,3
10262,2023-04-10,2495,Pants Product 40,Clothing,Pants,83.72,1,83.72,5,4.19,79.53,PayPal,67,Male,Springfield,Illinois,4
10263,2023-04-10,3621,Appliances Product 77,Home & Kitchen,Appliances,615.58,2,1231.16,0,0.0,1231.16,Apple Pay,28,Male,Tampa,Florida,3
10264,2023-04-10,3402,Cookware Product 47,Home & Kitchen,Cookware,360.23,2,720.46,0,0.0,720.46,Google Pay,24,Female,Orlando,Florida,5
10265,2023-04-10,9496,Cookware Product 82,Home & Kitchen,Cookware,873.05,1,873.05,5,43.65,829.4,Apple Pay,68,Non-binary,Los Angeles,California,5
10266,2023-04-11,2979,Accessories Product 50,Sports,Accessories,388.02,1,388.02,5,19.4,368.62,Credit Card,62,Male,Springfield,Illinois,5
10267,2023-04-11,2979,Non-fiction Product 28,Books,Non-fiction,21.28,5,106.4,5,5.32,101.08,Google Pay,68,Female,San Antonio,Texas,2
10268,2023-04-11,2979,Tablets Product 62,Electronics,Tablets,573.47,1,573.47,0,0.0,573.47,Credit Card,61,Female,Tallahassee,Florida,5
10269,2023-04-11,8102,Smartphones Product 71,Electronics,Smartphones,740.38,1,740.38,0,0.0,740.38,PayPal,51,Male,Chicago,Illinois,5
10270,2023-04-11,5619,Shoes Product 65,Clothing,Shoes,92.25,1,92.25,0,0.0,92.25,Apple Pay,75,Male,Buffalo,New York,3
10271,2023-04-13,5619,Appliances Product 2,Home & Kitchen,Appliances,624.55,1,624.55,5,31.23,593.32,Bank Transfer,30,Male,Tallahassee,Florida,1
10272,2023-04-13,5619,Smartphones Product 79,Electronics,Smartphones,1348.16,1,1348.16,0,0.0,1348.16,Credit Card,47,Female,Houston,Texas,3
10273,2023-04-13,5619,Bedding Product 52,Home & Kitchen,Bedding,965.02,1,965.02,10,96.5,868.52,Credit Card,26,Female,Springfield,Illinois,1
10274,2023-04-13,5619,Decor Product 91,Home & Kitchen,Decor,140.77,1,140.77,0,0.0,140.77,PayPal,72,Non-binary,Syracuse,New York,5
10275,2023-04-14,5619,Accessories Product 60,Clothing,Accessories,91.45,1,91.45,0,0.0,91.45,PayPal,34,Non-binary,Houston,Texas,2
10276,2023-04-14,5619,Biographies Product 97,Books,Biographies,34.78,1,34.78,5,1.74,33.04,PayPal,21,Female,Tallahassee,Florida,4
10277,2023-04-15,5619,Smartphones Product 90,Electronics,Smartphones,287.56,1,287.56,5,14.38,273.18,Bank Transfer,19,Non-binary,Los Angeles,California,5
10278,2023-04-15,5619,Tablets Product 32,Electronics,Tablets,1913.46,1,1913.46,0,0.0,1913.46,Bank Transfer,75,Female,Miami,Florida,5
10279,2023-04-16,1603,Biographies Product 85,Books,Biographies,51.55,2,103.1,0,0.0,103.1,PayPal,34,Male,Sacramento,California,1
10280,2023-04-16,8204,Cookware Product 67,Home & Kitchen,Cookware,384.29,2,768.58,15,115.29,653.29,PayPal,22,Female,Naperville,Illinois,2
10281,2023-04-16,7764,Appliances Product 56,Home & Kitchen,Appliances,488.6,2,977.2,10,97.72,879.48,Credit Card,48,Female,Syracuse,New York,5
10282,2023-04-17,7764,Dresses Product 8,Clothing,Dresses,63.56,4,254.24,5,12.71,241.53,Bank Transfer,46,Non-binary,Tampa,Florida,5
10283,2023-04-17,5634,Tablets Product 1,Electronics,Tablets,577.35,1,577.35,0,0.0,577.35,Bank Transfer,75,Male,Miami,Florida,5
10284,2023-04-18,8447,Educational Product 84,Books,Educational,70.95,2,141.9,0,0.0,141.9,Google Pay,39,Female,Tallahassee,Florida,4
10285,2023-04-18,8447,Non-fiction Product 59,Books,Non-fiction,38.71,1,38.71,10,3.87,34.84,Bank Transfer,27,Male,Fort Worth,Texas,2
10286,2023-04-19,8447,Cookware Product 100,Home & Kitchen,Cookware,143.27,2,286.54,0,0.0,286.54,Credit Card,63,Female,New York City,New York,5
10287,2023-04-19,4367,Shoes Product 14,Clothing,Shoes,22.47,3,67.41,0,0.0,67.41,Apple Pay,36,Male,Fort Worth,Texas,5
10288,2023-04-21,4571,Cookware Product 18,Home & Kitchen,Cookware,63.57,4,254.28,20,50.86,203.42,Google Pay,39,Non-binary,Syracuse,New York,5
10289,2023-04-21,4961,Shirts Product 32,Clothing,Shirts,110.64,1,110.64,0,0.0,110.64,Credit Card,72,Male,San Jose,California,3
10290,2023-04-21,4961,Cameras Product 6,Electronics,Cameras,1360.38,1,1360.38,0,0.0,1360.38,Credit Card,29,Male,Chicago,Illinois,3
10291,2023-04-21,4961,Apparel Product 6,Sports,Apparel,180.79,2,361.58,0,0.0,361.58,Google Pay,29,Non-binary,Orlando,Florida,3
10292,2023-04-21,4961,Tablets Product 54,Electronics,Tablets,1473.42,2,2946.84,5,147.34,2799.5,Apple Pay,74,Male,San Francisco,California,3
10293,2023-04-22,4961,Equipment Product 15,Sports,Equipment,86.5,2,173.0,0,0.0,173.0,Google Pay,24,Non-binary,Rockford,Illinois,4
10294,2023-04-22,4961,Shirts Product 85,Clothing,Shirts,137.14,1,137.14,0,0.0,137.14,PayPal,31,Non-binary,Jacksonville,Florida,5
10295,2023-04-22,4961,Cameras Product 35,Electronics,Cameras,1798.53,1,1798.53,0,0.0,1798.53,PayPal,75,Female,Jacksonville,Florida,4
10296,2023-04-22,4961,Bedding Product 2,Home & Kitchen,Bedding,914.59,1,914.59,0,0.0,914.59,PayPal,52,Non-binary,Syracuse,New York,5
10297,2023-04-23,5521,Equipment Product 50,Sports,Equipment,34.82,5,174.1,0,0.0,174.1,Google Pay,44,Non-binary,Peoria,Illinois,4
10298,2023-04-23,5521,Fiction Product 79,Books,Fiction,47.22,2,94.44,10,9.44,85.0,Google Pay,45,Non-binary,Rochester,New York,5
10299,2023-04-23,5521,Fiction Product 85,Books,Fiction,62.81,1,62.81,0,0.0,62.81,PayPal,26,Female,Springfield,Illinois,1
10300,2023-04-23,5521,Appliances Product 80,Home & Kitchen,Appliances,121.79,1,121.79,0,0.0,121.79,Google Pay,55,Female,San Diego,California,4
10301,2023-04-23,5521,Cookware Product 35,Home & Kitchen,Cookware,750.63,1,750.63,0,0.0,750.63,PayPal,19,Non-binary,Los Angeles,California,3
10302,2023-04-23,5334,Biographies Product 16,Books,Biographies,30.52,3,91.56,0,0.0,91.56,Apple Pay,35,Non-binary,Tallahassee,Florida,4
10303,2023-04-23,5334,Cameras Product 51,Electronics,Cameras,1329.91,1,1329.91,0,0.0,1329.91,PayPal,65,Male,Chicago,Illinois,3
10304,2023-04-24,7613,Furniture Product 83,Home & Kitchen,Furniture,574.54,1,574.54,5,28.73,545.81,Bank Transfer,43,Male,Naperville,Illinois,5
10305,2023-04-24,1751,Cameras Product 58,Electronics,Cameras,1675.73,1,1675.73,0,0.0,1675.73,PayPal,46,Female,Peoria,Illinois,1
10306,2023-04-25,2615,Footwear Product 53,Sports,Footwear,108.6,1,108.6,5,5.43,103.17,Apple Pay,47,Non-binary,Peoria,Illinois,3
10307,2023-04-26,5977,Fitness Product 6,Sports,Fitness,344.38,2,688.76,0,0.0,688.76,Credit Card,32,Male,Fort Worth,Texas,3
10308,2023-04-26,5977,Headphones Product 38,Electronics,Headphones,1053.15,1,1053.15,0,0.0,1053.15,Google Pay,64,Non-binary,Naperville,Illinois,5
10309,2023-04-26,5977,Non-fiction Product 34,Books,Non-fiction,84.18,3,252.54,5,12.63,239.91,Google Pay,57,Non-binary,Chicago,Illinois,5
10310,2023-04-27,5977,Accessories Product 39,Sports,Accessories,146.92,3,440.76,0,0.0,440.76,Apple Pay,33,Female,Buffalo,New York,1
10311,2023-04-27,4350,Headphones Product 85,Electronics,Headphones,1878.7,1,1878.7,0,0.0,1878.7,Google Pay,25,Non-binary,Tampa,Florida,3
10312,2023-04-28,1538,Bedding Product 1,Home & Kitchen,Bedding,628.81,2,1257.62,5,62.88,1194.74,Google Pay,56,Male,Dallas,Texas,4
10313,2023-04-28,1538,Equipment Product 46,Sports,Equipment,404.84,2,809.68,0,0.0,809.68,Credit Card,67,Non-binary,Albany,New York,5
10314,2023-04-28,1538,Tablets Product 23,Electronics,Tablets,966.78,2,1933.56,0,0.0,1933.56,Bank Transfer,33,Female,Miami,Florida,3
10315,2023-04-28,1538,Decor Product 1,Home & Kitchen,Decor,739.1,2,1478.2,0,0.0,1478.2,PayPal,24,Male,Springfield,Illinois,3
10316,2023-04-29,1538,Shoes Product 70,Clothing,Shoes,23.89,1,23.89,0,0.0,23.89,PayPal,21,Non-binary,Rochester,New York,5
10317,2023-04-29,1538,Fitness Product 83,Sports,Fitness,202.0,1,202.0,5,10.1,191.9,Google Pay,43,Male,San Antonio,Texas,3
10318,2023-04-30,1538,Apparel Product 5,Sports,Apparel,466.75,3,1400.25,0,0.0,1400.25,Apple Pay,63,Male,Tampa,Florida,4
10319,2023-04-30,1538,Fitness Product 79,Sports,Fitness,393.65,2,787.3,0,0.0,787.3,Bank Transfer,65,Female,Jacksonville,Florida,5
10320,2023-05-01,1538,Appliances Product 82,Home & Kitchen,Appliances,48.93,1,48.93,0,0.0,48.93,Bank Transfer,70,Non-binary,New York City,New York,5
10321,2023-05-01,1538,Footwear Product 90,Sports,Footwear,170.02,1,170.02,0,0.0,170.02,Credit Card,31,Non-binary,San Francisco,California,5
10322,2023-05-02,1538,Accessories Product 67,Sports,Accessories,35.38,2,70.76,0,0.0,70.76,Google Pay,75,Male,Orlando,Florida,2
10323,2023-05-02,1538,Dresses Product 69,Clothing,Dresses,51.28,2,102.56,0,0.0,102.56,PayPal,37,Non-binary,New York City,New York,5
10324,2023-05-02,1538,Footwear Product 79,Sports,Footwear,379.48,1,379.48,5,18.97,360.51,Credit Card,46,Non-binary,Houston,Texas,4
10325,2023-05-02,1538,Tablets Product 54,Electronics,Tablets,369.13,1,369.13,0,0.0,369.13,PayPal,26,Non-binary,Rochester,New York,4
10326,2023-05-02,1538,Decor Product 72,Home & Kitchen,Decor,430.92,1,430.92,5,21.55,409.37,Bank Transfer,46,Non-binary,Springfield,Illinois,3
10327,2023-05-02,1538,Shirts Product 49,Clothing,Shirts,169.57,1,169.57,10,16.96,152.61,Google Pay,44,Male,Albany,New York,3
10328,2023-05-03,1538,Laptops Product 32,Electronics,Laptops,1941.14,2,3882.28,5,194.11,3688.17,Bank Transfer,33,Female,Chicago,Illinois,5
10329,2023-05-04,1538,Cameras Product 79,Electronics,Cameras,1147.76,1,1147.76,0,0.0,1147.76,PayPal,35,Male,Jacksonville,Florida,4
10330,2023-05-04,1538,Non-fiction Product 38,Books,Non-fiction,96.11,1,96.11,0,0.0,96.11,Apple Pay,43,Female,Peoria,Illinois,4
10331,2023-05-05,1538,Shirts Product 63,Clothing,Shirts,66.29,3,198.87,0,0.0,198.87,Google Pay,33,Non-binary,Rockford,Illinois,3
10332,2023-05-06,1538,Footwear Product 84,Sports,Footwear,466.51,1,466.51,5,23.33,443.18,Apple Pay,74,Non-binary,Dallas,Texas,3
10333,2023-05-06,1538,Headphones Product 18,Electronics,Headphones,568.73,1,568.73,0,0.0,568.73,Credit Card,71,Male,New York City,New York,3
10334,2023-05-06,1538,Pants Product 73,Clothing,Pants,161.4,2,322.8,0,0.0,322.8,Apple Pay,32,Male,Peoria,Illinois,3
10335,2023-05-06,5413,Cookware Product 56,Home & Kitchen,Cookware,852.7,1,852.7,0,0.0,852.7,Bank Transfer,75,Male,Austin,Texas,4
10336,2023-05-06,5413,Apparel Product 30,Sports,Apparel,218.56,1,218.56,0,0.0,218.56,PayPal,32,Male,San Antonio,Texas,3
10337,2023-05-06,5413,Dresses Product 40,Clothing,Dresses,112.8,1,112.8,0,0.0,112.8,Apple Pay,38,Non-binary,Naperville,Illinois,3
10338,2023-05-07,6145,Comics Product 59,Books,Comics,29.47,2,58.94,10,5.89,53.05,Credit Card,61,Male,Naperville,Illinois,3
10339,2023-05-07,6548,Accessories Product 77,Sports,Accessories,193.97,3,581.91,0,0.0,581.91,Credit Card,42,Female,Albany,New York,4
10340,2023-05-07,6548,Comics Product 1,Books,Comics,34.93,2,69.86,0,0.0,69.86,Apple Pay,52,Female,Los Angeles,California,1
10341,2023-05-08,6548,Dresses Product 72,Clothing,Dresses,171.05,1,171.05,0,0.0,171.05,Credit Card,38,Female,Syracuse,New York,5
10342,2023-05-08,4265,Tablets Product 98,Electronics,Tablets,1433.97,2,2867.94,15,430.19,2437.75,Apple Pay,43,Male,Syracuse,New York,1
10343,2023-05-08,4265,Apparel Product 60,Sports,Apparel,49.27,1,49.27,15,7.39,41.88,PayPal,18,Non-binary,Sacramento,California,1
10344,2023-05-08,2031,Cameras Product 14,Electronics,Cameras,1112.36,2,2224.72,10,222.47,2002.25,Apple Pay,64,Male,Rochester,New York,5
10345,2023-05-09,6306,Apparel Product 4,Sports,Apparel,347.64,2,695.28,0,0.0,695.28,Bank Transfer,50,Non-binary,Dallas,Texas,4
10346,2023-05-09,1836,Appliances Product 32,Home & Kitchen,Appliances,878.35,1,878.35,0,0.0,878.35,PayPal,33,Male,Albany,New York,5
10347,2023-05-09,4536,Equipment Product 41,Sports,Equipment,303.79,1,303.79,0,0.0,303.79,Google Pay,37,Non-binary,Dallas,Texas,5
10348,2023-05-10,9703,Fitness Product 58,Sports,Fitness,50.62,2,101.24,5,5.06,96.18,PayPal,44,Non-binary,Naperville,Illinois,3
10349,2023-05-10,9703,Footwear Product 19,Sports,Footwear,319.48,1,319.48,0,0.0,319.48,Bank Transfer,39,Male,Peoria,Illinois,4
10350,2023-05-11,9703,Pants Product 91,Clothing,Pants,81.07,1,81.07,0,0.0,81.07,Google Pay,50,Non-binary,Chicago,Illinois,4
10351,2023-05-11,9703,Equipment Product 80,Sports,Equipment,203.24,2,406.48,5,20.32,386.16,Bank Transfer,63,Non-binary,Chicago,Illinois,3
10352,2023-05-11,9703,Shirts Product 86,Clothing,Shirts,41.67,1,41.67,10,4.17,37.5,Credit Card,65,Male,Sacramento,California,5
10353,2023-05-11,2791,Bedding Product 46,Home & Kitchen,Bedding,908.26,1,908.26,0,0.0,908.26,Apple Pay,66,Female,San Francisco,California,4
10354,2023-05-12,2791,Fiction Product 57,Books,Fiction,44.41,1,44.41,0,0.0,44.41,Google Pay,27,Female,Rochester,New York,4
10355,2023-05-13,5084,Accessories Product 20,Sports,Accessories,478.13,2,956.26,0,0.0,956.26,Bank Transfer,46,Female,Chicago,Illinois,4
10356,2023-05-13,9246,Equipment Product 100,Sports,Equipment,109.3,1,109.3,5,5.46,103.84,Apple Pay,29,Male,Jacksonville,Florida,4
10357,2023-05-13,2822,Accessories Product 47,Sports,Accessories,162.79,1,162.79,15,24.42,138.37,PayPal,74,Non-binary,Dallas,Texas,2
10358,2023-05-13,2822,Accessories Product 15,Clothing,Accessories,188.56,1,188.56,5,9.43,179.13,Apple Pay,48,Male,Albany,New York,4
10359,2023-05-13,2822,Pants Product 45,Clothing,Pants,106.66,1,106.66,5,5.33,101.33,Apple Pay,49,Male,Austin,Texas,4
10360,2023-05-14,3058,Accessories Product 50,Sports,Accessories,372.0,1,372.0,15,55.8,316.2,Bank Transfer,22,Female,Chicago,Illinois,4
